Neuron1,Neuron2,Type1,Type2,IndexSending,IndexReceiving
PHAR,VA09,flp-15,npr-3,285,252
PHAL,VB01,flp-15,npr-3,279,175
PHAL,VB10,flp-15,npr-3,279,253
PHAL,VB11,flp-15,npr-3,279,259
PHAL,VB02,flp-15,npr-3,279,160
PHAL,VB03,flp-15,npr-3,279,191
PHAL,VB04,flp-15,npr-3,279,200
PHAL,VB05,flp-15,npr-3,279,207
PHAL,VB06,flp-15,npr-3,279,216
PHAL,VB07,flp-15,npr-3,279,223
PHAL,VB08,flp-15,npr-3,279,234
PHAL,VB09,flp-15,npr-3,279,239
PHAR,VB01,flp-15,npr-3,285,175
PHAR,VB10,flp-15,npr-3,285,253
PHAR,VB11,flp-15,npr-3,285,259
PHAR,VB02,flp-15,npr-3,285,160
PHAR,VB03,flp-15,npr-3,285,191
PHAR,VB04,flp-15,npr-3,285,200
PHAR,VB05,flp-15,npr-3,285,207
PHAR,VB06,flp-15,npr-3,285,216
PHAR,VB07,flp-15,npr-3,285,223
PHAR,VB08,flp-15,npr-3,285,234
PHAR,VB09,flp-15,npr-3,285,239
BAGL,DVA,flp-17,egl-6,42,275
BAGR,DVA,flp-17,egl-6,51,275
BAGL,HSNL,flp-17,egl-6,42,229
BAGL,HSNR,flp-17,egl-6,42,230
BAGR,HSNL,flp-17,egl-6,51,229
BAGR,HSNR,flp-17,egl-6,51,230
BAGL,SDQL,flp-17,egl-6,42,246
BAGL,SDQR,flp-17,egl-6,42,199
BAGR,SDQL,flp-17,egl-6,51,246
BAGR,SDQR,flp-17,egl-6,51,199
M5,DVA,flp-17,egl-6,20,275
M5,HSNL,flp-17,egl-6,20,229
M5,HSNR,flp-17,egl-6,20,230
M5,SDQL,flp-17,egl-6,20,246
M5,SDQR,flp-17,egl-6,20,199
AIYL,AQR,flp-18,npr-1,157,172
AIYR,AQR,flp-18,npr-1,154,172
AIYL,ASEL,flp-18,npr-1,157,111
AIYL,ASER,flp-18,npr-1,157,112
AIYR,ASEL,flp-18,npr-1,154,111
AIYR,ASER,flp-18,npr-1,154,112
AIYL,ASGL,flp-18,npr-1,157,87
AIYL,ASGR,flp-18,npr-1,157,88
AIYR,ASGL,flp-18,npr-1,154,87
AIYR,ASGR,flp-18,npr-1,154,88
AIYL,ASHL,flp-18,npr-1,157,89
AIYL,ASHR,flp-18,npr-1,157,90
AIYR,ASHL,flp-18,npr-1,154,89
AIYR,ASHR,flp-18,npr-1,154,90
AIYL,AUAL,flp-18,npr-1,157,114
AIYL,AUAR,flp-18,npr-1,157,139
AIYR,AUAL,flp-18,npr-1,154,114
AIYR,AUAR,flp-18,npr-1,154,139
AIYL,DD01,flp-18,npr-1,157,185
AIYL,DD02,flp-18,npr-1,157,202
AIYL,DD03,flp-18,npr-1,157,215
AIYL,DD04,flp-18,npr-1,157,236
AIYL,DD05,flp-18,npr-1,157,255
AIYL,DD06,flp-18,npr-1,157,270
AIYR,DD01,flp-18,npr-1,154,185
AIYR,DD02,flp-18,npr-1,154,202
AIYR,DD03,flp-18,npr-1,154,215
AIYR,DD04,flp-18,npr-1,154,236
AIYR,DD05,flp-18,npr-1,154,255
AIYR,DD06,flp-18,npr-1,154,270
AIYL,IL2L,flp-18,npr-1,157,26
AIYR,IL2L,flp-18,npr-1,154,26
AIYL,IL2R,flp-18,npr-1,157,33
AIYR,IL2R,flp-18,npr-1,154,33
AIYL,M3L,flp-18,npr-1,157,6
AIYL,M3R,flp-18,npr-1,157,7
AIYR,M3L,flp-18,npr-1,154,6
AIYR,M3R,flp-18,npr-1,154,7
AIYL,OLQDL,flp-18,npr-1,157,36
AIYL,OLQDR,flp-18,npr-1,157,43
AIYL,OLQVL,flp-18,npr-1,157,44
AIYL,OLQVR,flp-18,npr-1,157,54
AIYR,OLQDL,flp-18,npr-1,154,36
AIYR,OLQDR,flp-18,npr-1,154,43
AIYR,OLQVL,flp-18,npr-1,154,44
AIYR,OLQVR,flp-18,npr-1,154,54
AIYL,PHAL,flp-18,npr-1,157,279
AIYL,PHAR,flp-18,npr-1,157,285
AIYR,PHAL,flp-18,npr-1,154,279
AIYR,PHAR,flp-18,npr-1,154,285
AIYL,PHBL,flp-18,npr-1,157,286
AIYL,PHBR,flp-18,npr-1,157,287
AIYR,PHBL,flp-18,npr-1,154,286
AIYR,PHBR,flp-18,npr-1,154,287
AIYL,PQR,flp-18,npr-1,157,289
AIYR,PQR,flp-18,npr-1,154,289
AIYL,RIGL,flp-18,npr-1,157,181
AIYL,RIGR,flp-18,npr-1,157,178
AIYR,RIGL,flp-18,npr-1,154,181
AIYR,RIGR,flp-18,npr-1,154,178
AIYL,RIVL,flp-18,npr-1,157,100
AIYL,RIVR,flp-18,npr-1,157,125
AIYR,RIVL,flp-18,npr-1,154,100
AIYR,RIVR,flp-18,npr-1,154,125
AIYL,RMGL,flp-18,npr-1,157,179
AIYL,RMGR,flp-18,npr-1,157,180
AIYR,RMGL,flp-18,npr-1,154,179
AIYR,RMGR,flp-18,npr-1,154,180
AIYL,SAADL,flp-18,npr-1,157,103
AIYR,SAADL,flp-18,npr-1,154,103
AIYL,SAADR,flp-18,npr-1,157,104
AIYR,SAADR,flp-18,npr-1,154,104
AIYL,SDQL,flp-18,npr-1,157,246
AIYL,SDQR,flp-18,npr-1,157,199
AIYR,SDQL,flp-18,npr-1,154,246
AIYR,SDQR,flp-18,npr-1,154,199
AIYL,SMBDL,flp-18,npr-1,157,132
AIYR,SMBDL,flp-18,npr-1,154,132
AIYL,SMBDR,flp-18,npr-1,157,153
AIYR,SMBDR,flp-18,npr-1,154,153
AIYL,URXL,flp-18,npr-1,157,66
AIYL,URXR,flp-18,npr-1,157,82
AIYR,URXL,flp-18,npr-1,154,66
AIYR,URXR,flp-18,npr-1,154,82
AIYL,VD01,flp-18,npr-1,157,188
AIYL,VD10,flp-18,npr-1,157,256
AIYL,VD11,flp-18,npr-1,157,262
AIYL,VD12,flp-18,npr-1,157,267
AIYL,VD13,flp-18,npr-1,157,274
AIYL,VD02,flp-18,npr-1,157,189
AIYL,VD03,flp-18,npr-1,157,198
AIYL,VD04,flp-18,npr-1,157,204
AIYL,VD05,flp-18,npr-1,157,211
AIYL,VD06,flp-18,npr-1,157,221
AIYL,VD07,flp-18,npr-1,157,226
AIYL,VD08,flp-18,npr-1,157,237
AIYL,VD09,flp-18,npr-1,157,247
AIYR,VD01,flp-18,npr-1,154,188
AIYR,VD10,flp-18,npr-1,154,256
AIYR,VD11,flp-18,npr-1,154,262
AIYR,VD12,flp-18,npr-1,154,267
AIYR,VD13,flp-18,npr-1,154,274
AIYR,VD02,flp-18,npr-1,154,189
AIYR,VD03,flp-18,npr-1,154,198
AIYR,VD04,flp-18,npr-1,154,204
AIYR,VD05,flp-18,npr-1,154,211
AIYR,VD06,flp-18,npr-1,154,221
AIYR,VD07,flp-18,npr-1,154,226
AIYR,VD08,flp-18,npr-1,154,237
AIYR,VD09,flp-18,npr-1,154,247
AIYL,AIAL,flp-18,npr-11,157,109
AIYL,AIAR,flp-18,npr-11,157,134
AIYR,AIAL,flp-18,npr-11,154,109
AIYR,AIAR,flp-18,npr-11,154,134
AIYL,AIYL,flp-18,npr-11,157,157
AIYL,AIYR,flp-18,npr-11,157,154
AIYR,AIYL,flp-18,npr-11,154,157
AIYR,AIYR,flp-18,npr-11,154,154
AIYL,AVAL,flp-18,npr-4,157,72
AIYL,AVAR,flp-18,npr-4,157,73
AIYR,AVAL,flp-18,npr-4,154,72
AIYR,AVAR,flp-18,npr-4,154,73
AIYL,BAGL,flp-18,npr-4,157,42
AIYL,BAGR,flp-18,npr-4,157,51
AIYR,BAGL,flp-18,npr-4,154,42
AIYR,BAGR,flp-18,npr-4,154,51
AIYL,BDUL,flp-18,npr-4,157,195
AIYL,BDUR,flp-18,npr-4,157,196
AIYR,BDUL,flp-18,npr-4,154,195
AIYR,BDUR,flp-18,npr-4,154,196
AIYL,PQR,flp-18,npr-4,157,289
AIYR,PQR,flp-18,npr-4,154,289
AIYL,RIVL,flp-18,npr-4,157,100
AIYL,RIVR,flp-18,npr-4,157,125
AIYR,RIVL,flp-18,npr-4,154,100
AIYR,RIVR,flp-18,npr-4,154,125
AIYL,ADFL,flp-18,npr-5,157,67
AIYL,ADFR,flp-18,npr-5,157,83
AIYR,ADFL,flp-18,npr-5,154,67
AIYR,ADFR,flp-18,npr-5,154,83
AIYL,AIAL,flp-18,npr-5,157,109
AIYL,AIAR,flp-18,npr-5,157,134
AIYR,AIAL,flp-18,npr-5,154,109
AIYR,AIAR,flp-18,npr-5,154,134
AIYL,ASEL,flp-18,npr-5,157,111
AIYL,ASER,flp-18,npr-5,157,112
AIYR,ASEL,flp-18,npr-5,154,111
AIYR,ASER,flp-18,npr-5,154,112
AIYL,ASGL,flp-18,npr-5,157,87
AIYL,ASGR,flp-18,npr-5,157,88
AIYR,ASGL,flp-18,npr-5,154,87
AIYR,ASGR,flp-18,npr-5,154,88
AIYL,ASIL,flp-18,npr-5,157,91
AIYL,ASIR,flp-18,npr-5,157,113
AIYR,ASIL,flp-18,npr-5,154,91
AIYR,ASIR,flp-18,npr-5,154,113
AIYL,ASJL,flp-18,npr-5,157,137
AIYL,ASJR,flp-18,npr-5,157,138
AIYR,ASJL,flp-18,npr-5,154,137
AIYR,ASJR,flp-18,npr-5,154,138
AIYL,ASKL,flp-18,npr-5,157,70
AIYL,ASKR,flp-18,npr-5,157,71
AIYR,ASKL,flp-18,npr-5,154,70
AIYR,ASKR,flp-18,npr-5,154,71
AIYL,AUAL,flp-18,npr-5,157,114
AIYL,AUAR,flp-18,npr-5,157,139
AIYR,AUAL,flp-18,npr-5,154,114
AIYR,AUAR,flp-18,npr-5,154,139
AIYL,AWAL,flp-18,npr-5,157,93
AIYL,AWAR,flp-18,npr-5,157,94
AIYR,AWAL,flp-18,npr-5,154,93
AIYR,AWAR,flp-18,npr-5,154,94
AIYL,AWBL,flp-18,npr-5,157,95
AIYL,AWBR,flp-18,npr-5,157,96
AIYR,AWBL,flp-18,npr-5,154,95
AIYR,AWBR,flp-18,npr-5,154,96
AIYL,IL2DL,flp-18,npr-5,157,21
AIYL,IL2DR,flp-18,npr-5,157,25
AIYL,IL2L,flp-18,npr-5,157,26
AIYL,IL2R,flp-18,npr-5,157,33
AIYL,IL2VL,flp-18,npr-5,157,27
AIYL,IL2VR,flp-18,npr-5,157,34
AIYR,IL2DL,flp-18,npr-5,154,21
AIYR,IL2DR,flp-18,npr-5,154,25
AIYR,IL2L,flp-18,npr-5,154,26
AIYR,IL2R,flp-18,npr-5,154,33
AIYR,IL2VL,flp-18,npr-5,154,27
AIYR,IL2VR,flp-18,npr-5,154,34
AIYL,PHAL,flp-18,npr-5,157,279
AIYL,PHAR,flp-18,npr-5,157,285
AIYR,PHAL,flp-18,npr-5,154,279
AIYR,PHAR,flp-18,npr-5,154,285
AIYL,PHBL,flp-18,npr-5,157,286
AIYL,PHBR,flp-18,npr-5,157,287
AIYR,PHBL,flp-18,npr-5,154,286
AIYR,PHBR,flp-18,npr-5,154,287
AVAL,AQR,flp-18,npr-1,72,172
AVAR,AQR,flp-18,npr-1,73,172
AVAL,ASEL,flp-18,npr-1,72,111
AVAL,ASER,flp-18,npr-1,72,112
AVAR,ASEL,flp-18,npr-1,73,111
AVAR,ASER,flp-18,npr-1,73,112
AVAL,ASGL,flp-18,npr-1,72,87
AVAL,ASGR,flp-18,npr-1,72,88
AVAR,ASGL,flp-18,npr-1,73,87
AVAR,ASGR,flp-18,npr-1,73,88
AVAL,ASHL,flp-18,npr-1,72,89
AVAL,ASHR,flp-18,npr-1,72,90
AVAR,ASHL,flp-18,npr-1,73,89
AVAR,ASHR,flp-18,npr-1,73,90
AVAL,AUAL,flp-18,npr-1,72,114
AVAL,AUAR,flp-18,npr-1,72,139
AVAR,AUAL,flp-18,npr-1,73,114
AVAR,AUAR,flp-18,npr-1,73,139
AVAL,DD01,flp-18,npr-1,72,185
AVAL,DD02,flp-18,npr-1,72,202
AVAL,DD03,flp-18,npr-1,72,215
AVAL,DD04,flp-18,npr-1,72,236
AVAL,DD05,flp-18,npr-1,72,255
AVAL,DD06,flp-18,npr-1,72,270
AVAR,DD01,flp-18,npr-1,73,185
AVAR,DD02,flp-18,npr-1,73,202
AVAR,DD03,flp-18,npr-1,73,215
AVAR,DD04,flp-18,npr-1,73,236
AVAR,DD05,flp-18,npr-1,73,255
AVAR,DD06,flp-18,npr-1,73,270
AVAL,IL2L,flp-18,npr-1,72,26
AVAR,IL2L,flp-18,npr-1,73,26
AVAL,IL2R,flp-18,npr-1,72,33
AVAR,IL2R,flp-18,npr-1,73,33
AVAL,M3L,flp-18,npr-1,72,6
AVAL,M3R,flp-18,npr-1,72,7
AVAR,M3L,flp-18,npr-1,73,6
AVAR,M3R,flp-18,npr-1,73,7
AVAL,OLQDL,flp-18,npr-1,72,36
AVAL,OLQDR,flp-18,npr-1,72,43
AVAL,OLQVL,flp-18,npr-1,72,44
AVAL,OLQVR,flp-18,npr-1,72,54
AVAR,OLQDL,flp-18,npr-1,73,36
AVAR,OLQDR,flp-18,npr-1,73,43
AVAR,OLQVL,flp-18,npr-1,73,44
AVAR,OLQVR,flp-18,npr-1,73,54
AVAL,PHAL,flp-18,npr-1,72,279
AVAL,PHAR,flp-18,npr-1,72,285
AVAR,PHAL,flp-18,npr-1,73,279
AVAR,PHAR,flp-18,npr-1,73,285
AVAL,PHBL,flp-18,npr-1,72,286
AVAL,PHBR,flp-18,npr-1,72,287
AVAR,PHBL,flp-18,npr-1,73,286
AVAR,PHBR,flp-18,npr-1,73,287
AVAL,PQR,flp-18,npr-1,72,289
AVAR,PQR,flp-18,npr-1,73,289
AVAL,RIGL,flp-18,npr-1,72,181
AVAL,RIGR,flp-18,npr-1,72,178
AVAR,RIGL,flp-18,npr-1,73,181
AVAR,RIGR,flp-18,npr-1,73,178
AVAL,RIVL,flp-18,npr-1,72,100
AVAL,RIVR,flp-18,npr-1,72,125
AVAR,RIVL,flp-18,npr-1,73,100
AVAR,RIVR,flp-18,npr-1,73,125
AVAL,RMGL,flp-18,npr-1,72,179
AVAL,RMGR,flp-18,npr-1,72,180
AVAR,RMGL,flp-18,npr-1,73,179
AVAR,RMGR,flp-18,npr-1,73,180
AVAL,SAADL,flp-18,npr-1,72,103
AVAR,SAADL,flp-18,npr-1,73,103
AVAL,SAADR,flp-18,npr-1,72,104
AVAR,SAADR,flp-18,npr-1,73,104
AVAL,SDQL,flp-18,npr-1,72,246
AVAL,SDQR,flp-18,npr-1,72,199
AVAR,SDQL,flp-18,npr-1,73,246
AVAR,SDQR,flp-18,npr-1,73,199
AVAL,SMBDL,flp-18,npr-1,72,132
AVAR,SMBDL,flp-18,npr-1,73,132
AVAL,SMBDR,flp-18,npr-1,72,153
AVAR,SMBDR,flp-18,npr-1,73,153
AVAL,URXL,flp-18,npr-1,72,66
AVAL,URXR,flp-18,npr-1,72,82
AVAR,URXL,flp-18,npr-1,73,66
AVAR,URXR,flp-18,npr-1,73,82
AVAL,VD01,flp-18,npr-1,72,188
AVAL,VD10,flp-18,npr-1,72,256
AVAL,VD11,flp-18,npr-1,72,262
AVAL,VD12,flp-18,npr-1,72,267
AVAL,VD13,flp-18,npr-1,72,274
AVAL,VD02,flp-18,npr-1,72,189
AVAL,VD03,flp-18,npr-1,72,198
AVAL,VD04,flp-18,npr-1,72,204
AVAL,VD05,flp-18,npr-1,72,211
AVAL,VD06,flp-18,npr-1,72,221
AVAL,VD07,flp-18,npr-1,72,226
AVAL,VD08,flp-18,npr-1,72,237
AVAL,VD09,flp-18,npr-1,72,247
AVAR,VD01,flp-18,npr-1,73,188
AVAR,VD10,flp-18,npr-1,73,256
AVAR,VD11,flp-18,npr-1,73,262
AVAR,VD12,flp-18,npr-1,73,267
AVAR,VD13,flp-18,npr-1,73,274
AVAR,VD02,flp-18,npr-1,73,189
AVAR,VD03,flp-18,npr-1,73,198
AVAR,VD04,flp-18,npr-1,73,204
AVAR,VD05,flp-18,npr-1,73,211
AVAR,VD06,flp-18,npr-1,73,221
AVAR,VD07,flp-18,npr-1,73,226
AVAR,VD08,flp-18,npr-1,73,237
AVAR,VD09,flp-18,npr-1,73,247
AVAL,AIAL,flp-18,npr-11,72,109
AVAL,AIAR,flp-18,npr-11,72,134
AVAR,AIAL,flp-18,npr-11,73,109
AVAR,AIAR,flp-18,npr-11,73,134
AVAL,AIYL,flp-18,npr-11,72,157
AVAL,AIYR,flp-18,npr-11,72,154
AVAR,AIYL,flp-18,npr-11,73,157
AVAR,AIYR,flp-18,npr-11,73,154
AVAL,AVAL,flp-18,npr-4,72,72
AVAL,AVAR,flp-18,npr-4,72,73
AVAR,AVAL,flp-18,npr-4,73,72
AVAR,AVAR,flp-18,npr-4,73,73
AVAL,BAGL,flp-18,npr-4,72,42
AVAL,BAGR,flp-18,npr-4,72,51
AVAR,BAGL,flp-18,npr-4,73,42
AVAR,BAGR,flp-18,npr-4,73,51
AVAL,BDUL,flp-18,npr-4,72,195
AVAL,BDUR,flp-18,npr-4,72,196
AVAR,BDUL,flp-18,npr-4,73,195
AVAR,BDUR,flp-18,npr-4,73,196
AVAL,PQR,flp-18,npr-4,72,289
AVAR,PQR,flp-18,npr-4,73,289
AVAL,RIVL,flp-18,npr-4,72,100
AVAL,RIVR,flp-18,npr-4,72,125
AVAR,RIVL,flp-18,npr-4,73,100
AVAR,RIVR,flp-18,npr-4,73,125
AVAL,ADFL,flp-18,npr-5,72,67
AVAL,ADFR,flp-18,npr-5,72,83
AVAR,ADFL,flp-18,npr-5,73,67
AVAR,ADFR,flp-18,npr-5,73,83
AVAL,AIAL,flp-18,npr-5,72,109
AVAL,AIAR,flp-18,npr-5,72,134
AVAR,AIAL,flp-18,npr-5,73,109
AVAR,AIAR,flp-18,npr-5,73,134
AVAL,ASEL,flp-18,npr-5,72,111
AVAL,ASER,flp-18,npr-5,72,112
AVAR,ASEL,flp-18,npr-5,73,111
AVAR,ASER,flp-18,npr-5,73,112
AVAL,ASGL,flp-18,npr-5,72,87
AVAL,ASGR,flp-18,npr-5,72,88
AVAR,ASGL,flp-18,npr-5,73,87
AVAR,ASGR,flp-18,npr-5,73,88
AVAL,ASIL,flp-18,npr-5,72,91
AVAL,ASIR,flp-18,npr-5,72,113
AVAR,ASIL,flp-18,npr-5,73,91
AVAR,ASIR,flp-18,npr-5,73,113
AVAL,ASJL,flp-18,npr-5,72,137
AVAL,ASJR,flp-18,npr-5,72,138
AVAR,ASJL,flp-18,npr-5,73,137
AVAR,ASJR,flp-18,npr-5,73,138
AVAL,ASKL,flp-18,npr-5,72,70
AVAL,ASKR,flp-18,npr-5,72,71
AVAR,ASKL,flp-18,npr-5,73,70
AVAR,ASKR,flp-18,npr-5,73,71
AVAL,AUAL,flp-18,npr-5,72,114
AVAL,AUAR,flp-18,npr-5,72,139
AVAR,AUAL,flp-18,npr-5,73,114
AVAR,AUAR,flp-18,npr-5,73,139
AVAL,AWAL,flp-18,npr-5,72,93
AVAL,AWAR,flp-18,npr-5,72,94
AVAR,AWAL,flp-18,npr-5,73,93
AVAR,AWAR,flp-18,npr-5,73,94
AVAL,AWBL,flp-18,npr-5,72,95
AVAL,AWBR,flp-18,npr-5,72,96
AVAR,AWBL,flp-18,npr-5,73,95
AVAR,AWBR,flp-18,npr-5,73,96
AVAL,IL2DL,flp-18,npr-5,72,21
AVAL,IL2DR,flp-18,npr-5,72,25
AVAL,IL2L,flp-18,npr-5,72,26
AVAL,IL2R,flp-18,npr-5,72,33
AVAL,IL2VL,flp-18,npr-5,72,27
AVAL,IL2VR,flp-18,npr-5,72,34
AVAR,IL2DL,flp-18,npr-5,73,21
AVAR,IL2DR,flp-18,npr-5,73,25
AVAR,IL2L,flp-18,npr-5,73,26
AVAR,IL2R,flp-18,npr-5,73,33
AVAR,IL2VL,flp-18,npr-5,73,27
AVAR,IL2VR,flp-18,npr-5,73,34
AVAL,PHAL,flp-18,npr-5,72,279
AVAL,PHAR,flp-18,npr-5,72,285
AVAR,PHAL,flp-18,npr-5,73,279
AVAR,PHAR,flp-18,npr-5,73,285
AVAL,PHBL,flp-18,npr-5,72,286
AVAL,PHBR,flp-18,npr-5,72,287
AVAR,PHBL,flp-18,npr-5,73,286
AVAR,PHBR,flp-18,npr-5,73,287
M2L,AQR,flp-18,npr-1,18,172
M2R,AQR,flp-18,npr-1,19,172
M2L,ASEL,flp-18,npr-1,18,111
M2L,ASER,flp-18,npr-1,18,112
M2R,ASEL,flp-18,npr-1,19,111
M2R,ASER,flp-18,npr-1,19,112
M2L,ASGL,flp-18,npr-1,18,87
M2L,ASGR,flp-18,npr-1,18,88
M2R,ASGL,flp-18,npr-1,19,87
M2R,ASGR,flp-18,npr-1,19,88
M2L,ASHL,flp-18,npr-1,18,89
M2L,ASHR,flp-18,npr-1,18,90
M2R,ASHL,flp-18,npr-1,19,89
M2R,ASHR,flp-18,npr-1,19,90
M2L,AUAL,flp-18,npr-1,18,114
M2L,AUAR,flp-18,npr-1,18,139
M2R,AUAL,flp-18,npr-1,19,114
M2R,AUAR,flp-18,npr-1,19,139
M2L,DD01,flp-18,npr-1,18,185
M2L,DD02,flp-18,npr-1,18,202
M2L,DD03,flp-18,npr-1,18,215
M2L,DD04,flp-18,npr-1,18,236
M2L,DD05,flp-18,npr-1,18,255
M2L,DD06,flp-18,npr-1,18,270
M2R,DD01,flp-18,npr-1,19,185
M2R,DD02,flp-18,npr-1,19,202
M2R,DD03,flp-18,npr-1,19,215
M2R,DD04,flp-18,npr-1,19,236
M2R,DD05,flp-18,npr-1,19,255
M2R,DD06,flp-18,npr-1,19,270
M2L,IL2L,flp-18,npr-1,18,26
M2R,IL2L,flp-18,npr-1,19,26
M2L,IL2R,flp-18,npr-1,18,33
M2R,IL2R,flp-18,npr-1,19,33
M2L,M3L,flp-18,npr-1,18,6
M2L,M3R,flp-18,npr-1,18,7
M2R,M3L,flp-18,npr-1,19,6
M2R,M3R,flp-18,npr-1,19,7
M2L,OLQDL,flp-18,npr-1,18,36
M2L,OLQDR,flp-18,npr-1,18,43
M2L,OLQVL,flp-18,npr-1,18,44
M2L,OLQVR,flp-18,npr-1,18,54
M2R,OLQDL,flp-18,npr-1,19,36
M2R,OLQDR,flp-18,npr-1,19,43
M2R,OLQVL,flp-18,npr-1,19,44
M2R,OLQVR,flp-18,npr-1,19,54
M2L,PHAL,flp-18,npr-1,18,279
M2L,PHAR,flp-18,npr-1,18,285
M2R,PHAL,flp-18,npr-1,19,279
M2R,PHAR,flp-18,npr-1,19,285
M2L,PHBL,flp-18,npr-1,18,286
M2L,PHBR,flp-18,npr-1,18,287
M2R,PHBL,flp-18,npr-1,19,286
M2R,PHBR,flp-18,npr-1,19,287
M2L,PQR,flp-18,npr-1,18,289
M2R,PQR,flp-18,npr-1,19,289
M2L,RIGL,flp-18,npr-1,18,181
M2L,RIGR,flp-18,npr-1,18,178
M2R,RIGL,flp-18,npr-1,19,181
M2R,RIGR,flp-18,npr-1,19,178
M2L,RIVL,flp-18,npr-1,18,100
M2L,RIVR,flp-18,npr-1,18,125
M2R,RIVL,flp-18,npr-1,19,100
M2R,RIVR,flp-18,npr-1,19,125
M2L,RMGL,flp-18,npr-1,18,179
M2L,RMGR,flp-18,npr-1,18,180
M2R,RMGL,flp-18,npr-1,19,179
M2R,RMGR,flp-18,npr-1,19,180
M2L,SAADL,flp-18,npr-1,18,103
M2R,SAADL,flp-18,npr-1,19,103
M2L,SAADR,flp-18,npr-1,18,104
M2R,SAADR,flp-18,npr-1,19,104
M2L,SDQL,flp-18,npr-1,18,246
M2L,SDQR,flp-18,npr-1,18,199
M2R,SDQL,flp-18,npr-1,19,246
M2R,SDQR,flp-18,npr-1,19,199
M2L,SMBDL,flp-18,npr-1,18,132
M2R,SMBDL,flp-18,npr-1,19,132
M2L,SMBDR,flp-18,npr-1,18,153
M2R,SMBDR,flp-18,npr-1,19,153
M2L,URXL,flp-18,npr-1,18,66
M2L,URXR,flp-18,npr-1,18,82
M2R,URXL,flp-18,npr-1,19,66
M2R,URXR,flp-18,npr-1,19,82
M2L,VD01,flp-18,npr-1,18,188
M2L,VD10,flp-18,npr-1,18,256
M2L,VD11,flp-18,npr-1,18,262
M2L,VD12,flp-18,npr-1,18,267
M2L,VD13,flp-18,npr-1,18,274
M2L,VD02,flp-18,npr-1,18,189
M2L,VD03,flp-18,npr-1,18,198
M2L,VD04,flp-18,npr-1,18,204
M2L,VD05,flp-18,npr-1,18,211
M2L,VD06,flp-18,npr-1,18,221
M2L,VD07,flp-18,npr-1,18,226
M2L,VD08,flp-18,npr-1,18,237
M2L,VD09,flp-18,npr-1,18,247
M2R,VD01,flp-18,npr-1,19,188
M2R,VD10,flp-18,npr-1,19,256
M2R,VD11,flp-18,npr-1,19,262
M2R,VD12,flp-18,npr-1,19,267
M2R,VD13,flp-18,npr-1,19,274
M2R,VD02,flp-18,npr-1,19,189
M2R,VD03,flp-18,npr-1,19,198
M2R,VD04,flp-18,npr-1,19,204
M2R,VD05,flp-18,npr-1,19,211
M2R,VD06,flp-18,npr-1,19,221
M2R,VD07,flp-18,npr-1,19,226
M2R,VD08,flp-18,npr-1,19,237
M2R,VD09,flp-18,npr-1,19,247
M2L,AIAL,flp-18,npr-11,18,109
M2L,AIAR,flp-18,npr-11,18,134
M2R,AIAL,flp-18,npr-11,19,109
M2R,AIAR,flp-18,npr-11,19,134
M2L,AIYL,flp-18,npr-11,18,157
M2L,AIYR,flp-18,npr-11,18,154
M2R,AIYL,flp-18,npr-11,19,157
M2R,AIYR,flp-18,npr-11,19,154
M2L,AVAL,flp-18,npr-4,18,72
M2L,AVAR,flp-18,npr-4,18,73
M2R,AVAL,flp-18,npr-4,19,72
M2R,AVAR,flp-18,npr-4,19,73
M2L,BAGL,flp-18,npr-4,18,42
M2L,BAGR,flp-18,npr-4,18,51
M2R,BAGL,flp-18,npr-4,19,42
M2R,BAGR,flp-18,npr-4,19,51
M2L,BDUL,flp-18,npr-4,18,195
M2L,BDUR,flp-18,npr-4,18,196
M2R,BDUL,flp-18,npr-4,19,195
M2R,BDUR,flp-18,npr-4,19,196
M2L,PQR,flp-18,npr-4,18,289
M2R,PQR,flp-18,npr-4,19,289
M2L,RIVL,flp-18,npr-4,18,100
M2L,RIVR,flp-18,npr-4,18,125
M2R,RIVL,flp-18,npr-4,19,100
M2R,RIVR,flp-18,npr-4,19,125
M2L,ADFL,flp-18,npr-5,18,67
M2L,ADFR,flp-18,npr-5,18,83
M2R,ADFL,flp-18,npr-5,19,67
M2R,ADFR,flp-18,npr-5,19,83
M2L,AIAL,flp-18,npr-5,18,109
M2L,AIAR,flp-18,npr-5,18,134
M2R,AIAL,flp-18,npr-5,19,109
M2R,AIAR,flp-18,npr-5,19,134
M2L,ASEL,flp-18,npr-5,18,111
M2L,ASER,flp-18,npr-5,18,112
M2R,ASEL,flp-18,npr-5,19,111
M2R,ASER,flp-18,npr-5,19,112
M2L,ASGL,flp-18,npr-5,18,87
M2L,ASGR,flp-18,npr-5,18,88
M2R,ASGL,flp-18,npr-5,19,87
M2R,ASGR,flp-18,npr-5,19,88
M2L,ASIL,flp-18,npr-5,18,91
M2L,ASIR,flp-18,npr-5,18,113
M2R,ASIL,flp-18,npr-5,19,91
M2R,ASIR,flp-18,npr-5,19,113
M2L,ASJL,flp-18,npr-5,18,137
M2L,ASJR,flp-18,npr-5,18,138
M2R,ASJL,flp-18,npr-5,19,137
M2R,ASJR,flp-18,npr-5,19,138
M2L,ASKL,flp-18,npr-5,18,70
M2L,ASKR,flp-18,npr-5,18,71
M2R,ASKL,flp-18,npr-5,19,70
M2R,ASKR,flp-18,npr-5,19,71
M2L,AUAL,flp-18,npr-5,18,114
